,Area,Item,Year,Production_ton,Import_Qt_ton,Export_Qt_ton,Import_Vl_1000$,Export_Vl_1000$
0,Argentina,"Meat, cattle",1961,15.563226897097127,0.0,1.9668284613542868,0.0,0.8196460831900398
1,Argentina,"Meat, cattle",1962,17.43572716478297,0.0,2.8685225090519957,0.0,1.0137722268642713
2,Argentina,"Meat, cattle",1963,19.316307692307692,0.0,3.975681186283596,0.0,1.5254569045412418
3,Argentina,"Meat, cattle",1964,15.148427946615453,0.0,3.1822246562188194,0.0,1.6992880559952588
4,Argentina,"Meat, cattle",1965,15.1395962968584,0.0,2.669471847017757,0.0,1.7498558203065715
5,Argentina,"Meat, cattle",1966,17.724066041482114,0.0,2.919861318996854,0.0,1.7196215291566117
6,Argentina,"Meat, cattle",1967,19.444060661665496,0.0,2.6555361094192116,0.0,1.3360677856333316
7,Argentina,"Meat, cattle",1968,19.8190892560065,0.0,1.6808836615467946,0.0,0.909041668278717
8,Argentina,"Meat, cattle",1969,22.296120709656464,0.0,2.4505730769825678,0.0,1.2741875609039304
9,Argentina,"Meat, cattle",1970,20.29711478960396,0.0,1.767922339108911,0.0,1.002552599009901
10,Argentina,"Meat, cattle",1971,15.492303761401118,0.0,1.0352060331077628,0.0,0.83184415503972
11,Argentina,"Meat, cattle",1972,16.981600892829462,0.0,1.5234910252038316,0.0,1.504805158570233
12,Argentina,"Meat, cattle",1973,16.668306155063537,0.0,0.9076818047819274,0.0,1.2572884827233093
13,Argentina,"Meat, cattle",1974,16.796864322544575,0.0,0.29840964154811456,0.0,0.4066829222836553
14,Argentina,"Meat, cattle",1975,18.95493198600855,0.0,0.26910998834045863,0.0,0.25701515740380876
15,Argentina,"Meat, cattle",1976,21.87459151598145,0.0,1.07134854190657,0.0,0.7858454452086769
16,Argentina,"Meat, cattle",1977,22.69331297995296,0.0,1.0915668468356206,0.0,1.0537936727986417
17,Argentina,"Meat, cattle",1978,24.89431832356243,0.0,1.019404078832481,0.0,0.9090292503430211
18,Argentina,"Meat, cattle",1979,23.5684219562062,0.0,1.313533001420255,0.0,2.0143196042014577
19,Argentina,"Meat, cattle",1980,22.178159662552726,0.0041399781284174346,0.5624980471801281,0.006717700359318857,1.1400249960943603
20,Argentina,"Meat, cattle",1981,22.981570675715826,0.003213598761474346,0.5236289427181885,0.003972039345082647,0.9384881229768401
21,Argentina,"Meat, cattle",1982,19.80711196017675,0.0,0.6085781515737484,0.0,0.8343700735425452
22,Argentina,"Meat, cattle",1983,19.085771586704393,0.00027206865458163617,0.5269114766331893,0.00032648238549796337,0.6757796710301297
23,Argentina,"Meat, cattle",1984,19.87067858726861,0.0006691721717749403,0.016441404639074987,0.0008014503917769634,0.01823105114498471
24,Argentina,"Meat, cattle",1985,22.180978417490323,0.00030375960931841014,0.03032922868425357,0.0003582805648370992,0.023716615650629717
25,Argentina,"Meat, cattle",1986,23.571613456515806,0.00010135266830390207,0.10194519159552488,0.0001169453865045024,0.11356176665497213
26,Argentina,"Meat, cattle",1987,20.121768968023822,0.0,0.04303613440780372,0.0,0.0515245546705852
27,Argentina,"Meat, cattle",1988,19.677084314649083,0.0,0.005479667137698226,0.0,0.005895745014915999
28,Argentina,"Meat, cattle",1989,20.074190005491488,0.0,0.09588138385502472,0.0,0.10739781909468894
29,Argentina,"Meat, cattle",1990,23.572296476306196,0.0,0.12754282130678476,0.0,0.15351389487712147
30,Argentina,"Meat, cattle",1991,22.85759047469842,0.026774244085853046,0.015321948926836911,0.04167319442268526,0.025144916183612722
31,Argentina,"Meat, cattle",1992,21.79171069625455,0.08267386795037376,0.006551602676998943,0.10601542014011194,0.011780360846933584
32,Argentina,"Meat, cattle",1993,21.963238169730154,0.03748924520922957,0.021579976535001957,0.051795072350410636,0.02758701603441533
33,Argentina,"Meat, cattle",1994,21.75102385344046,0.021008534717228876,0.18617719698627566,0.024744427423640854,0.18741988933004033
34,Argentina,"Meat, cattle",1995,20.99261978210785,0.023569838728571987,0.33357022921629115,0.029966027568432974,0.32660392830645474
35,Argentina,"Meat, cattle",1996,21.023551997003324,0.04786877058263489,0.2629738883426199,0.05388553323656568,0.2629270652869473
36,Argentina,"Meat, cattle",1997,21.148672359340274,0.04819277108433735,0.19553943931064063,0.05981206378913713,0.21919132842047803
37,Argentina,"Meat, cattle",1998,19.24077768253721,0.15519364139328296,0.0522559027507208,0.26282241097171355,0.07382529416348477
38,Argentina,"Meat, cattle",1999,21.18013892782606,0.05905211350964085,0.04072049341183067,0.07742267077843193,0.05141264056318724
39,Argentina,"Meat, cattle",2000,21.150105050190646,0.053622286203408295,0.02883822270640417,0.06922418488833554,0.03519570461442689
40,Argentina,"Meat, cattle",2001,19.13596566256629,0.04626533754257189,0.00323468578448906,0.05948400541187814,0.004268852153087726
41,Argentina,"Meat, cattle",2002,19.369124388159427,0.028700178696293994,0.007707248854012898,0.021194934348535466,0.008220029523735529
42,Argentina,"Meat, cattle",2003,20.588164671236132,0.06305803182412843,0.04318247480893207,0.047442629274387256,0.04707083397558389
43,Argentina,"Meat, cattle",2004,23.351964453120775,0.02244074361797916,0.07031072630478329,0.01939047048339493,0.09528435495603745
44,Argentina,"Meat, cattle",2005,24.097739470708717,0.01976587292729653,0.07112019698139406,0.020604844947964492,0.09645099441275423
45,Argentina,"Meat, cattle",2006,23.310478265914345,0.023067660783977737,0.08281920317445438,0.028185269738717635,0.1478804569579119
46,Argentina,"Meat, cattle",2007,24.80372152000025,0.01891998362678928,0.03348506252289018,0.026598773240264557,0.05993764638173587
47,Argentina,"Meat, cattle",2008,24.6515420683228,0.016427004515655243,0.06234705451293971,0.03175205376911991,0.15344727026003785
48,Argentina,"Meat, cattle",2009,27.1736787411404,0.006241534516651063,0.05490298274569608,0.01151788328330454,0.13170763880175407
49,Argentina,"Meat, cattle",2010,20.830020931685727,0.013637670381783495,0.0205911399492666,0.033167574656741736,0.06347614872821992
50,Argentina,"Meat, cattle",2011,19.94083869567438,0.009695304121342117,0.03868546039528114,0.034248761554568206,0.15084776058423982
51,Argentina,"Meat, cattle",2012,20.809487429644733,0.0027897602970613725,0.0028619092702612354,0.010429534903669097,0.011832431604777545
52,Argentina,"Meat, cattle",2013,22.95158348883253,0.0,0.033399112068418564,0.0,0.13617499638027158
53,Argentina,"Meat, cattle",2014,22.280938132484092,0.01568164755622104,0.007382539710314475,0.02131437537131425,0.02014783410783341
54,Argentina,"Meat, cattle",2015,23.290095346763643,0.016073325794869517,0.004722927292541362,0.021846741436384817,0.00790001400651132
55,Argentina,"Meat, cattle",2016,23.159685329600688,0.016485071025078856,0.04168568172600971,0.022406382402843632,0.12422490822405331
56,Argentina,"Meat, cattle",2017,25.571074637223862,1.797924116814726e-05,0.041819714957110524,0.0002157508940177671,0.12683455682069483
57,Argentina,"Meat, cattle",2018,28.28976027411742,0.00042442566099062885,0.018600915925154518,0.0019006888296536858,0.02191328140984225
58,Argentina,"Meat, cattle",2019,28.933909254473935,0.000618185201877655,0.17430977363989045,0.002620367124376926,0.6298569075548974
59,Brazil,"Meat, cattle",1961,8.72251989373021,0.0,0.09385253473837117,0.0,0.045884594065966275
60,Brazil,"Meat, cattle",1962,8.439607633226695,0.0,0.08060821829136221,0.0,0.03396487122353205
61,Brazil,"Meat, cattle",1963,8.279510625224336,0.0,0.07653325059468404,0.0,0.032511422192209184
62,Brazil,"Meat, cattle",1964,8.55060090433127,0.0,0.11306520704426463,0.0,0.06881247025226082
63,Brazil,"Meat, cattle",1965,8.71340089762322,0.0,0.208548958885131,0.0,0.14175694319127757
64,Brazil,"Meat, cattle",1966,8.275673242390054,0.0,0.11847698496814706,0.0,0.0736891289730703
65,Brazil,"Meat, cattle",1967,8.401191957634165,0.0,0.06460343413262203,0.0,0.037516531715782835
66,Brazil,"Meat, cattle",1968,9.263930500579526,0.0,0.21456688608480767,0.0,0.1103068209154329
67,Brazil,"Meat, cattle",1969,9.787208959622753,1.071725209656244e-05,0.4156364708088846,2.6793130241406102e-05,0.2231760576588163
68,Brazil,"Meat, cattle",1970,9.694748013954857,0.0030421167668446053,0.5165241057542769,0.001849438863435753,0.3654270522466479
69,Brazil,"Meat, cattle",1971,9.256374010751468,0.03210994975081771,0.45781957757668934,0.020507238152233355,0.5092295469319108
70,Brazil,"Meat, cattle",1972,10.617208878078443,0.005128205128205128,0.7886236951454343,0.0043376912942130336,0.857428803080977
71,Brazil,"Meat, cattle",1973,10.963623871025561,0.006975493661810541,0.49057486830706115,0.014822301663961443,0.7396064646545114
72,Brazil,"Meat, cattle",1974,9.933839649232697,0.23797662856248042,0.028715158158471657,0.347914383025368,0.036256067961165046
73,Brazil,"Meat, cattle",1975,10.377125840112768,0.06507295811102719,0.0,0.037549492684945084,0.0
74,Brazil,"Meat, cattle",1976,11.138264874518281,0.07661434345333208,0.028433123413854684,0.05217595638687847,0.03554845380204907
75,Brazil,"Meat, cattle",1977,11.233388914152897,0.10035783023504716,0.0162838020955347,0.08454715412423462,0.015801489198487836
76,Brazil,"Meat, cattle",1978,11.544231926763752,0.44107051414505305,0.024557321378839467,0.3630997834895024,0.03978941883551491
77,Brazil,"Meat, cattle",1979,11.646150397946762,0.44617500867967813,0.000158211854462673,0.6246775334771889,0.00019776481807834125
78,Brazil,"Meat, cattle",1980,12.257157328329866,0.2677694289189985,0.0,0.3719681684806743,0.0
79,Brazil,"Meat, cattle",1981,12.79788135340155,0.25289040150366576,0.00032847895473730646,0.30558354499607104,0.0006057663840610067
80,Brazil,"Meat, cattle",1982,12.906742228236904,0.08226038104088433,0.01707921692890628,0.07744045336942143,0.018953868341073148
81,Brazil,"Meat, cattle",1983,13.643572785732097,0.07095077650820251,0.0063474098621621325,0.06422554463043549,0.007187014341284108
82,Brazil,"Meat, cattle",1984,14.24381580996917,0.10858202397125914,0.001682602803282908,0.10145178634942661,0.003181951835911242
83,Brazil,"Meat, cattle",1985,14.380242122533325,0.18412081846371187,0.002355384485587355,0.14878178667293457,0.0029586934941763965
84,Brazil,"Meat, cattle",1986,14.963887152339021,1.4348081629667069,0.00025355475452574453,1.2078350913129647,0.0004904829677711124
85,Brazil,"Meat, cattle",1987,15.42904021334725,0.4868802982446017,5.435705224214478e-05,0.4350696648344159,0.00020488427383577647
86,Brazil,"Meat, cattle",1988,17.035445504240773,0.05232615853648277,0.023605659301184995,0.049049464203691766,0.032527185205998496
87,Brazil,"Meat, cattle",1989,17.87831573994223,0.38620547241492253,0.0011679089098755161,0.47920233514077115,0.00124830843627999
88,Brazil,"Meat, cattle",1990,17.51809280544913,0.7434653043848446,0.014189016602809705,0.8977011494252873,0.022601106853980417
89,Brazil,"Meat, cattle",1991,19.31983954099748,0.2311716368240219,1.7132073726166073e-05,0.2579319359842933,5.996225804158125e-05
90,Brazil,"Meat, cattle",1992,20.320140790932015,0.2794143248912783,0.001253983876611434,0.3232779052350164,0.0016116493809370319
91,Brazil,"Meat, cattle",1993,20.84151706161014,0.035674551661762935,0.001053587269544044,0.034720686644068736,0.0014004472759782968
92,Brazil,"Meat, cattle",1994,22.4063435778952,0.19516989732170903,0.001138640123409394,0.2298875145711035,0.0019457222032206502
93,Brazil,"Meat, cattle",1995,25.066175018107593,0.2648185948508593,2.633831566471324e-05,0.31042777814358774,4.389719277452207e-05
94,Brazil,"Meat, cattle",1996,27.146396780816175,0.4565249154595678,2.1938609627451692e-05,0.40195043015031895,3.510177540392271e-05
95,Brazil,"Meat, cattle",1997,25.970078820274686,0.34736707301883585,0.0001315717917095737,0.45482614103443497,0.00021490059312563703
96,Brazil,"Meat, cattle",1998,25.40066220665705,0.23593687600305283,0.0005961876430466766,0.3412341347235026,0.0006926297617748155
97,Brazil,"Meat, cattle",1999,28.101418018944894,0.10135842727055235,0.0008150037814422764,0.11149339364945549,0.001178688264558991
98,Brazil,"Meat, cattle",2000,28.81350364723736,0.1383475638731887,0.0011124566678418998,0.1670086521974304,0.0017124825083707983
99,Brazil,"Meat, cattle",2001,29.872099294654927,0.0312659788326434,0.0020487927882493853,0.034010835837413406,0.002639790707936708
100,Brazil,"Meat, cattle",2002,31.238664005611497,0.08823752061537411,0.0019253413870946993,0.07255036408643208,0.0020259842323291947
101,Brazil,"Meat, cattle",2003,31.622510328707904,0.0022000169703098307,0.002501808562658495,0.0028648332317155844,0.0025236775186257897
102,Brazil,"Meat, cattle",2004,33.98643777627096,0.009425618709241084,0.0061773651373644035,0.00998958198080514,0.0069992650990236445
103,Brazil,"Meat, cattle",2005,37.54555544873756,0.013306123875861949,0.007236433871404725,0.018029907097473367,0.008953775967698236
104,Brazil,"Meat, cattle",2006,39.39707623028508,0.01847120126140528,0.016213076160401133,0.02724600460360514,0.02165965643303589
105,Brazil,"Meat, cattle",2007,40.505625853935925,0.023437792537002802,0.019745567370482577,0.043997565221328874,0.02647691183680365
106,Brazil,"Meat, cattle",2008,39.167924664247025,0.023729060742402316,0.021806255930094977,0.054793426524983875,0.04990611677632007
107,Brazil,"Meat, cattle",2009,38.66067480293224,0.02249545028544429,0.014689758361047002,0.050871130795531544,0.02960018761352652
108,Brazil,"Meat, cattle",2010,39.31689112305259,0.017094112947960222,0.015511085077180157,0.04746495555875707,0.0334678835133039
109,Brazil,"Meat, cattle",2011,38.82952419857668,0.02548214400894412,0.01703682999720496,0.0891144030444411,0.05045688116789577
110,Brazil,"Meat, cattle",2012,39.896980312574215,0.026676577681868416,0.03213363752262344,0.08521672629565519,0.0934387536126765
111,Brazil,"Meat, cattle",2013,41.34675461096443,0.01947891550560991,0.043816875971702154,0.0638342608396874,0.1163051087067077
112,Brazil,"Meat, cattle",2014,41.42428298881975,0.023492080263329433,0.10643011553468128,0.08629952444940171,0.298324708777449
113,Brazil,"Meat, cattle",2015,40.031736566113736,0.013324090992880509,0.03601794441173947,0.04445327903458317,0.09077116627633068
114,Brazil,"Meat, cattle",2016,39.31249708882575,0.012347613260557506,0.031394103125436675,0.039134650807295085,0.07202350958464425
115,Brazil,"Meat, cattle",2017,40.31600997304104,0.013179746925218234,0.05256701111877561,0.04478665442973743,0.12829778629221888
116,Brazil,"Meat, cattle",2018,41.79352461345834,0.010330177245366924,0.08389944526948193,0.04430113609026584,0.18691415108944257
117,Brazil,"Meat, cattle",2019,43.05999505629041,0.004964564135901718,0.0408732227583337,0.024223358003234743,0.08009159080470016
118,Canada,"Meat, cattle",1961,10.596559028507672,0.12028847242210113,0.21622495674530667,0.10255000565949259,0.16312274630920234
119,Canada,"Meat, cattle",1962,10.681053307642904,0.16844894026974952,0.1485549132947977,0.12785806037251124,0.124165061014772
120,Canada,"Meat, cattle",1963,11.208747229618764,0.17497648165569143,0.13988232855525615,0.14289586555479375,0.12001530685460082
121,Canada,"Meat, cattle",1964,12.314247711942237,0.0996769800804383,0.2356303638724388,0.10062703866738448,0.18687652405231656
122,Canada,"Meat, cattle",1965,13.641395795002438,0.05231872434778506,0.568759730150493,0.07068610337940903,0.43341038826248995
123,Canada,"Meat, cattle",1966,13.477606317012292,0.02004678105524246,0.070642533084253,0.028413996640555092,0.06279336274155822
124,Canada,"Meat, cattle",1967,13.308136425132933,0.03600981656860586,0.07323097253248592,0.04022590693137841,0.06590000943900827
125,Canada,"Meat, cattle",1968,14.06154719301288,0.02746291245605461,0.12427677318661222,0.037757563336538916,0.10636754899024137
126,Canada,"Meat, cattle",1969,13.371998230535894,0.06073053589484328,0.06589673913043478,0.06910389282103134,0.07049418604651163
127,Canada,"Meat, cattle",1970,13.46763034150821,0.05473314228717088,0.14968097401877742,0.07579044030335175,0.15843637687813683
128,Canada,"Meat, cattle",1971,14.222569538105136,0.1019310410485061,0.16347999936531107,0.14034558811862335,0.17825238405026736
129,Canada,"Meat, cattle",1972,14.236130055511499,0.1976050753370341,0.08117367168913561,0.28969072164948456,0.1100396510705789
130,Canada,"Meat, cattle",1973,14.36761418583636,0.185820505096945,0.11021449973841495,0.35233127764478334,0.22199850975791494
131,Canada,"Meat, cattle",1974,15.103178879310345,0.08668230223123732,0.0522946247464503,0.19317317444219068,0.07402066430020283
132,Canada,"Meat, cattle",1975,17.22900001584008,0.05646988009060525,0.016093519823858326,0.10790261519697138,0.024837243192726236
133,Canada,"Meat, cattle",1976,18.454364137235252,0.10486234817877867,0.1004449247842627,0.20500644484656896,0.12373535422273219
134,Canada,"Meat, cattle",1977,18.19073026996894,0.08159592259297603,0.1552281595922593,0.14927132276817712,0.1901091024926336
135,Canada,"Meat, cattle",1978,17.034337445922127,0.11528601185707418,0.14672328152539657,0.2580836404422368,0.23885595257170325
136,Canada,"Meat, cattle",1979,15.272910453776094,0.08886918674941566,0.20438462158458934,0.2719916176352059,0.45142258402514707
137,Canada,"Meat, cattle",1980,15.742880311385015,0.06412585144339929,0.1336198507946805,0.20240025948751217,0.29174505351929936
138,Canada,"Meat, cattle",1981,16.538799151574484,0.0789851525534345,0.18787730461739272,0.23610703214227444,0.3660629792788383
139,Canada,"Meat, cattle",1982,16.747614846762072,0.08138927007776253,0.22556034764425276,0.23769849049206038,0.42359341305626347
140,Canada,"Meat, cattle",1983,16.888409068603394,0.06722936500147218,0.2675925017175385,0.1887002322766382,0.5258939379068931
141,Canada,"Meat, cattle",1984,16.22644785115304,0.10678721174004192,0.2908968815513627,0.3160541142557652,0.49446409853249473
142,Canada,"Meat, cattle",1985,16.871494637410212,0.09227918265603988,0.4997376102856768,0.2479582800354226,0.7906294073272327
143,Canada,"Meat, cattle",1986,16.884379439941206,0.10062580448918512,0.4947052238651567,0.2863106277861344,0.7999160313130164
144,Canada,"Meat, cattle",1987,15.62277755018435,0.11727980335927898,0.46536665301106106,0.3477918885702581,0.9386480950430152
145,Canada,"Meat, cattle",1988,15.492469460842832,0.17617046327942307,0.4386845677094406,0.6348383509672777,0.9494039345227387
146,Canada,"Meat, cattle",1989,15.53486626303507,0.2569479576350017,0.5538619710494965,1.0290647388090148,1.3202343456761918
147,Canada,"Meat, cattle",1990,14.658892887969643,0.3412862563718385,0.43781248473201634,1.330097877953846,1.112714362490432
148,Canada,"Meat, cattle",1991,14.073042634071067,0.33986505220371405,0.43444806773594835,1.321903276015029,1.0552019241422632
149,Canada,"Meat, cattle",1992,14.622956153908728,0.1827056048157488,1.0245342878060686,0.8039534694541609,2.3529000244041325
150,Canada,"Meat, cattle",1993,14.001172695734319,0.1527110445135756,1.183706044269264,0.6698698633483721,2.82207599719856
151,Canada,"Meat, cattle",1994,14.666144890671623,0.1443525901286504,1.565311679629539,0.5826933424644133,3.4913010158326405
152,Canada,"Meat, cattle",1995,15.15172785295702,0.10308352785622174,1.799937970323697,0.4021155384339139,3.7906498424772694
153,Canada,"Meat, cattle",1996,16.611648581513922,0.09882010720355602,2.347169564648974,0.35970388286050464,4.500065368021963
154,Canada,"Meat, cattle",1997,17.797598627787306,0.1050069427427918,2.1432982112227394,0.40437801192518175,4.663628195703668
155,Canada,"Meat, cattle",1998,19.300119205081728,0.09820539198876532,1.8754388543248584,0.35547608550106957,4.153643919724359
156,Canada,"Meat, cattle",1999,20.624683740593834,0.08900967957821197,1.6303478445391182,0.3287465517522811,4.113167817442829
157,Canada,"Meat, cattle",2000,20.615138610145706,0.09915642795372591,1.7354740809633364,0.3676799321226361,4.607910323559645
158,Canada,"Meat, cattle",2001,20.57817399082701,0.08943344456028765,1.7657029437425238,0.3449296100887111,4.7618782914133675
159,Canada,"Meat, cattle",2002,20.897231482823596,0.11478314087387866,1.6405276126974924,0.4428177996811132,4.184132966130357
160,Canada,"Meat, cattle",2003,19.42998740838795,0.11355051173602815,0.6127110709327479,0.5774222710102347,1.9741064798372776
161,Canada,"Meat, cattle",2004,24.27371725376612,0.019125904111583956,0.21517451173929225,0.12530541576997137,0.8263620329768127
162,Canada,"Meat, cattle",2005,23.841637472427664,0.0429641884001557,0.3092156481121059,0.3378260023355391,1.2837842221357207
163,Canada,"Meat, cattle",2006,21.931533078040406,0.13114023504555658,0.555493199524627,1.1215502442889211,2.0428661032615874
164,Canada,"Meat, cattle",2007,21.29132782295694,0.20057325689908012,0.6376483135581923,1.7243867484335422,2.435091987734969
165,Canada,"Meat, cattle",2008,21.93481626060035,0.2404260331134742,0.5327601292233141,2.069726746533854,2.185926773455378
166,Canada,"Meat, cattle",2009,21.05885551175751,0.2144896017398396,0.6221625662634226,1.7688595895065924,2.0957421503330163
167,Canada,"Meat, cattle",2010,21.28731983527797,0.21142759094028826,0.7864790665751544,1.7505147563486616,3.3161290322580643
168,Canada,"Meat, cattle",2011,19.16812392438782,0.2639181832834486,0.5637637630698253,2.445558642419285,2.9060289741541117
169,Canada,"Meat, cattle",2012,17.760243028509112,0.2966540305689706,0.5106195149815651,3.015561440861332,2.921621574838587
